51,13,19000,513945231
51,14,19000,15417
52,13,19000,15417
52,13,19000,15417
51,13,19000,15417
51,13,19000,15417
52,13,19000,15417
52,13,19000,15417
52,13,19000,15417
52,13,19000,15417
52,14,19000,15417
53,14,19000,31039
53,15,19000,31039
53,14,19000,31039
53,14,19000,31039
53,15,19000,31039
53,15,19000,31039
52,15,19000,31039
52,15,19000,31039
52,15,19000,31039
53,15,19000,31039
53,16,19000,46673
53,16,19000,47756
53,16,19000,48771
53,16,19000,49772
53,16,19000,51769
53,16,19000,52781
53,16,19000,53784
53,16,19000,54775
53,16,19000,55788
53,16,19000,55788
53,16,19000,56973
53,16,19000,57977
53,16,19000,58979
52,16,19000,58979
52,16,19000,59982
52,16,19000,60985
52,16,19000,61987
51,16,19000,62992
52,16,19000,63994
52,16,19000,65999
52,16,19000,65999
51,16,19000,68009
51,16,19000,69175
51,16,19000,69175
51,16,19000,69175
51,16,19000,69175
49,15,19000,84850
49,16,19000,84850
49,16,19000,84850
50,16,19000,84850
50,16,19000,84850
50,16,19000,84850
50,16,19000,84850
50,16,19000,84850
50,16,19000,84850
50,16,19000,84850
50,16,19000,100460
50,16,19000,100460
50,16,19000,100460
50,15,19000,100460
50,15,19000,100460
50,15,19000,100460
50,15,19000,100460
50,15,19000,100460
50,15,19000,100460
50,15,19000,100460
50,14,19000,116095
49,14,19000,116095
49,14,19000,116095
49,14,19000,116095
49,14,19000,116095
49,14,19000,116095
49,14,19000,116095
48,13,19000,116095
48,13,19000,116095
48,13,19000,116095
48,13,19000,116095
49,13,19000,131682
50,13,19000,131682
50,13,19000,131682
50,13,19000,131682
49,13,19000,131682
49,13,19000,131682
49,13,19000,131682
49,12,19000,131682
49,12,19000,131682
49,13,19000,131682
50,12,19000,147340
51,12,19000,147340
51,12,19000,147340
51,12,19000,147340
52,12,19000,147340
52,12,19000,147340
52,12,19000,147340
52,12,19000,147340
52,12,19000,147340
52,12,19000,147340
52,12,19000,147340
51,13,19000,162960
51,13,19000,162960
51,13,19000,162960
52,13,19000,162960
52,13,19000,162960
52,13,19000,162960
52,13,19000,162960
51,13,19000,162960
51,13,19000,162960
51,13,19000,162960
51,13,19000,178598
51,12,19000,178598
51,12,19000,178598
51,12,19000,178598
51,12,19000,178598
51,12,19000,178598
51,12,19000,178598
51,12,19000,178598
51,12,19000,178598
51,12,19000,178598
51,13,19000,178598
51,13,19000,194188
51,13,19000,194188
51,13,19000,194188
52,12,19000,194188
52,12,19000,194188
52,12,19000,194188
52,13,19000,194188
52,13,19000,194188
52,13,19000,194188
51,13,19000,194188
51,13,19000,209847
51,12,19000,209847
50,12,19000,209847
50,12,19000,209847
50,12,19000,209847
50,12,19000,209847
50,12,19000,209847
49,12,19000,209847
49,12,19000,209847
49,12,19000,209847
50,13,19000,225475
50,13,19000,225475
50,13,19000,225475
50,13,19000,225475
50,13,19000,225475
50,13,19000,225475
50,13,19000,225475
51,13,19000,225475
51,13,19000,225475
51,13,19000,225475
50,13,19000,225475
50,14,19000,241102
50,14,19000,241102
50,14,19000,241102
50,14,19000,241102
50,14,19000,241102
50,14,19000,241102
51,14,19000,241102
51,14,19000,241102
51,14,19000,241102
51,14,19000,241102
50,15,19000,256731
50,15,19000,256731
50,15,19000,256731
50,15,19000,256731
50,15,19000,256731
50,15,19000,256731
50,15,19000,256731
50,15,19000,256731
50,15,19000,256731
50,15,19000,256731
50,15,19000,256731
50,15,19000,272355
50,15,19000,272355
51,15,19000,272355
51,15,19000,272355
51,15,19000,272355
51,15,19000,272355
51,15,19000,272355
51,15,19000,272355
50,15,19000,272355
50,15,19000,272355
51,16,19000,287981
51,15,19000,287981
51,15,19000,287981
50,16,19000,287981
50,16,19000,287981
50,16,19000,287981
50,16,19000,287981
50,16,19000,287981
50,16,19000,287981
50,16,19000,287981
50,16,19000,303610
51,16,19000,303610
51,16,19000,303610
51,16,19000,303610
51,16,19000,303610
52,16,19000,303610
52,16,19000,303610
51,16,19000,303610
51,16,19000,303610
51,16,19000,303610
51,16,19000,303610
49,16,19000,319242
49,16,19000,319242
48,16,19000,319242
48,16,19000,319242
49,16,19000,319242
49,16,19000,319242
49,15,19000,319242
49,15,19000,319242
48,15,19000,319242
48,15,19000,319242
48,14,19000,334855
49,14,19000,334855
49,14,19000,334855
49,14,19000,334855
50,14,19000,334855
50,14,19000,334855
50,14,19000,334855
50,14,19000,334855
50,14,19000,334855
50,14,19000,334855
50,15,19000,334855
51,14,19000,350456
51,14,19000,350456
51,15,19000,350456
51,15,19000,350456
51,15,19000,350456
51,15,19000,350456
51,15,19000,350456
51,15,19000,350456
51,15,19000,350456
51,14,19000,350456
52,15,19000,366117
53,16,19000,366117
53,16,19000,366117
53,16,19000,366117
52,16,19000,366117
52,16,19000,366117
53,16,19000,366117
53,16,19000,366117
53,16,19000,366117
52,16,19000,366117
52,16,19000,366117
50,17,19000,381742
50,17,19000,381742
49,18,19000,381742
49,18,19000,381742
49,18,19000,381742
49,18,19000,381742
49,18,19000,381742
49,18,19000,381742
50,18,19000,381742
50,18,19000,381742
50,18,19000,397372
51,18,19000,397372
50,18,19000,397372
50,18,19000,397372
50,18,19000,397372
50,18,19000,397372
50,18,19000,397372
50,18,19000,397372
50,19,19000,397372
50,19,19000,397372
50,20,19000,412994
50,20,19000,412994
50,19,19000,412994
50,19,19000,412994
50,19,19000,412994
50,19,19000,412994
49,19,19000,412994
49,19,19000,412994
49,19,19000,412994
49,19,19000,412994
49,19,19000,412994
49,19,19000,428626
49,18,19000,428626
50,18,19000,428626
50,18,19000,428626
50,18,19000,428626
50,18,19000,428626
50,17,19000,428626
51,17,19000,428626
52,17,19000,428626
52,17,19000,428626
52,18,19000,444250
51,18,19000,444250
51,18,19000,444250
51,18,19000,444250
51,18,19000,444250
51,18,19000,444250
51,18,19000,444250
51,18,19000,444250
51,18,19000,444250
50,18,19000,444250
50,17,19000,444250
51,17,19000,459874
52,17,19000,459874
52,17,19000,459874
52,17,19000,459874
51,17,19000,459874
51,17,19000,459874
51,17,19000,459874
52,17,19000,459874
52,17,19000,459874
52,17,19000,459874
53,16,19000,475501
53,16,19000,475501
53,16,19000,475501
53,16,19000,475501
53,16,19000,475501
53,16,19000,475501
53,16,19000,475501
53,16,19000,475501
53,16,19000,475501
53,15,19000,475501
53,15,19000,475501
52,15,19000,491127
51,15,19000,491127
51,15,19000,491127
51,15,19000,491127
51,15,19000,491127
51,15,19000,491127
52,14,19000,491127
52,14,19000,491127
52,14,19000,491127
52,14,19000,491127
50,13,19000,506757
49,13,19000,506757
49,13,19000,506757
49,13,19000,506757
49,13,19000,506757
50,13,19000,506757
50,13,19000,506757
49,13,19000,506757
49,13,19000,506757
49,13,19000,506757
48,13,19000,522349
49,13,19000,522349
49,13,19000,522349
48,13,19000,522349
48,13,19000,522349
48,13,19000,522349
49,13,19000,522349
49,13,19000,522349
49,13,19000,522349
49,13,19000,522349
49,13,19000,522349
50,13,19000,538009
49,12,19000,538009
50,12,19000,538009
50,12,19000,538009
50,12,19000,538009
50,12,19000,538009
50,13,19000,538009
50,13,19000,538009
49,13,19000,538009
49,13,19000,538009
50,13,19000,553637
51,13,19000,553637
51,13,19000,553637
50,13,19000,553637
50,13,19000,553637
51,13,19000,553637
51,13,19000,553637
51,13,19000,553637
51,13,19000,553637
51,13,19000,553637
51,13,19000,553637
51,13,19000,569232
50,13,19000,569232
50,13,19000,569232
51,13,19000,569232
51,13,19000,569232
51,13,19000,569232
51,13,19000,569232
51,13,19000,569232
51,13,19000,569232
51,13,19000,569232
50,12,19000,584856
49,12,19000,584856
49,12,19000,584856
50,12,19000,584856
50,12,19000,584856
50,12,19000,584856
50,12,19000,584856
50,12,19000,584856
50,12,19000,584856
50,12,19000,584856
49,13,19000,600514
50,13,19000,600514
50,13,19000,600514
50,12,19000,600514
50,12,19000,600514
50,12,19000,600514
50,12,19000,600514
50,13,19000,600514
50,13,19000,600514
50,13,19000,600514
51,13,19000,600514
50,13,19000,616142
50,13,19000,616142
51,13,19000,616142
50,14,19000,616142
50,14,19000,616142
50,14,19000,616142
50,14,19000,616142
49,14,19000,616142
48,14,19000,616142
48,14,19000,616142
48,14,19000,631770
48,14,19000,631770
48,15,19000,631770
49,15,19000,631770
49,15,19000,631770
50,16,19000,631770
50,16,19000,631770
50,16,19000,631770
50,16,19000,631770
50,16,19000,631770
50,16,19000,631770
49,17,19000,647394
50,17,19000,647394
50,17,19000,647394
50,17,19000,647394
49,17,19000,647394
50,16,19000,647394
50,16,19000,647394
51,16,19000,647394
51,16,19000,647394
51,16,19000,647394
52,16,19000,663021
52,16,19000,663021
52,16,19000,663021
51,16,19000,663021
51,16,19000,663021
51,16,19000,663021
51,16,19000,663021
51,16,19000,663021
51,16,19000,663021
50,16,19000,663021
50,16,19000,663021
52,16,19000,678652
52,16,19000,678652
52,16,19000,678652
52,16,19000,678652
52,16,19000,678652
52,16,19000,678652
52,15,19000,678652
51,16,19000,678652
51,16,19000,678652
52,16,19000,678652
50,14,19000,694277
50,14,19000,694277
50,14,19000,694277
49,14,19000,694277
49,14,19000,694277
49,14,19000,694277
49,14,19000,694277
49,14,19000,694277
49,14,19000,694277
50,14,19000,694277
50,13,19000,709901
50,14,19000,709901
50,13,19000,709901
50,13,19000,709901
50,13,19000,709901
50,13,19000,709901
51,13,19000,709901
51,13,19000,709901
51,13,19000,709901
51,13,19000,709901
52,14,19000,709901
52,13,19000,725528
52,13,19000,725528
52,13,19000,725528
52,13,19000,725528
52,13,19000,725528
52,13,19000,725528
51,13,19000,725528
51,13,19000,725528
51,12,19000,725528
51,12,19000,725528
51,12,19000,741154
51,12,19000,741154
51,13,19000,741154
51,13,19000,741154
51,12,19000,741154
51,12,19000,741154
51,12,19000,741154
51,12,19000,741154
51,12,19000,741154
51,12,19000,741154
52,12,19000,741154
51,12,19000,756787
51,12,19000,756787
51,12,19000,756787
51,12,19000,756787
50,12,19000,756787
50,12,19000,756787
51,12,19000,756787
51,12,19000,756787
51,12,19000,756787
51,12,19000,756787
52,11,19000,772407
51,11,19000,772407
51,11,19000,772407
51,11,19000,772407
51,11,19000,772407
51,11,19000,772407
51,11,19000,772407
51,11,19000,772407
51,11,19000,772407
51,11,19000,772407
51,11,19000,788035
50,11,19000,788035
50,11,19000,788035
49,11,19000,788035
49,11,19000,788035
49,11,19000,788035
49,11,19000,788035
49,11,19000,788035
49,12,19000,788035
49,12,19000,788035
50,11,19000,788035
50,11,19000,803663
50,11,19000,803663
49,11,19000,803663
49,11,19000,803663
49,11,19000,803663
49,11,19000,803663
48,11,19000,803663
48,11,19000,803663
48,11,19000,803663
48,11,19000,803663
49,11,19000,819300
49,11,19000,819300
49,11,19000,819300
49,11,19000,819300
49,11,19000,819300
49,11,19000,819300
48,11,19000,819300
48,11,19000,819300
48,11,19000,819300
48,11,19000,819300
49,11,19000,819300
48,12,19000,834914
49,12,19000,834914
49,12,19000,834914
50,12,19000,834914
50,12,19000,834914
50,12,19000,834914
50,12,19000,834914
50,12,19000,834914
50,12,19000,834914
50,12,19000,834914
50,12,19000,850541
51,12,19000,850541
51,12,19000,850541
51,12,19000,850541
51,12,19000,850541
52,12,19000,850541
52,12,19000,850541
52,12,19000,850541
52,12,19000,850541
52,12,19000,850541
52,12,19000,850541
52,11,19000,866168
52,12,19000,866168
52,12,19000,866168
52,11,19000,866168
53,11,19000,866168
53,11,19000,866168
53,11,19000,866168
54,11,19000,866168
54,11,19000,866168
53,11,19000,866168
52,12,19000,881794
52,11,19000,881794
52,11,19000,881794
52,11,19000,881794
52,11,19000,881794
51,11,19000,881794
51,11,19000,881794
51,12,19000,881794
51,12,19000,881794
52,11,19000,881794
52,10,19000,897428
52,10,19000,897428
52,10,19000,897428
51,10,19000,897428
51,10,19000,897428
51,10,19000,897428
51,9,19000,897428
51,9,19000,897428
51,9,19000,897428
51,9,19000,897428
51,10,19000,897428
50,10,19000,913047
51,10,19000,913047
51,10,19000,913047
51,10,19000,913047
51,10,19000,913047
51,10,19000,913047
51,10,19000,913047
51,10,19000,913047
52,10,19000,913047
52,10,19000,913047
54,10,19000,928675
53,10,19000,928675
53,10,19000,928675
54,10,19000,928675
54,10,19000,928675
54,10,19000,928675
53,10,19000,928675
53,10,19000,928675
52,10,19000,928675
52,10,19000,928675
52,10,19000,928675
54,10,19000,944304
53,10,19000,944304
53,10,19000,944304
53,10,19000,944304
53,10,19000,944304
53,10,19000,944304
53,10,19000,944304
53,10,19000,944304
53,10,19000,944304
53,10,19000,944304
54,9,19000,959928
54,10,19000,959928
54,10,19000,959928
54,10,19000,959928
54,10,19000,959928
54,10,19000,959928
54,10,19000,959928
54,10,19000,959928
54,10,19000,959928
54,10,19000,959928
53,10,19000,975555
52,10,19000,975555
52,10,19000,975555
52,10,19000,975555
52,9,19000,975555
52,9,19000,975555
52,9,19000,975555
51,9,19000,975555
51,9,19000,975555
51,9,19000,975555
51,9,19000,975555
52,10,19000,991181
51,9,19000,991181
51,9,19000,991181
51,9,19000,991181
51,9,19000,991181
51,9,19000,991181
51,9,19000,991181
52,9,19000,991181
