0.525040,-0.340831,-0.820948
0.007996,-0.167058,-1.017182
1.999999,-0.891018,-2.000060
0.525040,-0.340831,-0.820948
0.008301,-0.167302,-1.017120
0.390576,0.030641,-2.000060
0.524796,-0.340464,-0.821009
0.008545,-0.167058,-1.017120
1.999999,-0.891445,-2.000060
0.524796,-0.340525,-0.821009
0.008667,-0.166997,-1.016876
1.999999,-0.891445,-2.000060
0.524857,-0.340709,-0.820703
0.008545,-0.166814,-1.016754
1.999999,-0.891567,-2.000060
0.525101,-0.340770,-0.821009
0.008484,-0.166631,-1.017059
1.999999,-0.891689,-2.000060
0.525040,-0.340831,-0.820948
0.008728,-0.166692,-1.016937
1.999999,-0.891567,-2.000060
0.524796,-0.340770,-0.821192
0.008728,-0.166692,-1.016937
0.015564,-0.891323,-2.000060
0.524857,-0.340647,-0.821497
0.008484,-0.166814,-1.016693
1.999999,-0.891140,-2.000060
0.524857,-0.340525,-0.821558
0.008606,-0.167058,-1.016632
1.999999,0.000000,-2.000060
0.524735,-0.340464,-0.821009
0.008667,-0.166997,-1.016754
1.999999,-0.890957,-2.000060
0.524735,-0.340403,-0.821131
0.008484,-0.166997,-1.016815
1.999999,-0.891079,-2.000060
0.524796,-0.340464,-0.821497
0.008362,-0.167058,-1.016754
1.999999,-0.891262,-2.000060
0.524857,-0.340098,-0.821802
0.008423,-0.167119,-1.016510
1.999999,-0.891628,-2.000060
0.524918,-0.340098,-0.821802
0.008362,-0.167363,-1.016083
1.999999,-0.891689,-2.000060
0.524918,-0.340037,-0.821741
0.008118,-0.167119,-1.015961
-1.781365,-0.891689,-2.000060
0.524491,-0.340098,-0.821741
0.008057,-0.167058,-1.015839
1.999999,-0.891628,-2.000060
0.524247,-0.340159,-0.821985
0.007996,-0.166997,-1.015411
1.999999,-0.891873,-2.000060
0.524125,-0.340403,-0.821863
0.007935,-0.167119,-1.015167
1.999999,-0.891995,-2.000060
0.524125,-0.340342,-0.821436
0.007935,-0.167302,-1.014984
0.437452,-0.906277,-2.000060
0.524186,-0.340281,-0.821375
0.007996,-0.167547,-1.014862
1.999999,-0.891934,-2.000060
0.524247,-0.340220,-0.821497
0.007996,-0.167424,-1.014923
1.999999,-0.891873,-2.000060
0.524186,-0.340098,-0.821863
0.007874,-0.167486,-1.015045
1.999999,-0.891445,-2.000060
0.524125,-0.339976,-0.821741
0.007752,-0.167791,-1.015289
1.999999,-0.891201,-2.000060
0.524003,-0.340037,-0.821375
0.007691,-0.167791,-1.016083
1.999999,-0.891201,-2.000060
0.523942,-0.339793,-0.821436
0.007752,-0.167791,-1.016876
1.999999,-0.891506,-2.000060
0.524064,-0.339732,-0.821741
0.007752,-0.167791,-1.016998
1.999999,-0.891628,-2.000060
0.524125,-0.339793,-0.821802
0.008057,-0.167486,-1.016876
1.999999,-0.891628,0.000000
0.524430,-0.339976,-0.821924
0.008179,-0.167669,-1.016388
1.999999,-0.891384,-2.000060
0.524308,-0.339915,-0.822046
0.008301,-0.167852,-1.016388
1.999999,-0.891323,-2.000060
0.524247,-0.339793,-0.822046
0.008301,-0.167791,-1.016327
1.999999,-0.891384,-2.000060
0.524491,-0.339549,-0.821802
0.008484,-0.167730,-1.016754
1.999999,-0.891079,-2.000060
0.524491,-0.339366,-0.821619
0.008484,-0.167669,-1.016876
1.999999,-0.891018,0.000000
0.524491,-0.339488,-0.822046
0.008362,-0.167913,-1.016815
1.999999,-0.890835,-2.000060
0.524552,-0.339427,-0.822290
0.008545,-0.167913,-1.016449
1.999999,-0.891018,-2.000060
0.524430,-0.339427,-0.822474
0.008545,-0.168035,-0.000793
1.999999,-0.187933,-2.000060
0.524430,-0.339549,-0.822168
0.008606,-0.168157,-1.016327
1.999999,-0.890957,-2.000060
0.524247,-0.339732,-0.822168
0.008972,-0.168035,-1.016571
1.999999,-0.890957,-2.000060
0.524186,-0.339732,-0.822351
0.008972,-0.168035,-1.016571
1.999999,-0.890835,-2.000060
0.524003,-0.339610,-0.822229
0.009033,-0.167791,-1.016876
1.999999,-0.890835,-2.000060
0.523758,-0.339427,-0.822535
0.008789,-0.167669,-1.016876
1.999999,-0.890957,-2.000060
0.523697,-0.339366,-0.822779
0.008728,-0.167669,-1.016571
1.999999,-0.891018,-2.000060
0.523820,-0.339183,-0.822351
